"","X.2","X.1","X","pageurl","eid","mid","event_name","event_org","event_date","event_place","f1pageurl","f2pageurl","f1name","f2name","f1result","f2result","f1fid","f2fid","method","method_d","ref","round","time","year","f1BackGround","f2BackGround","f1win","f2win","value","minutos_de_luta","winner_style","mach_vector"
"229",229,229,229,"/events/UFC-47-Its-On-2121",2121,8,"UFC 47 - It's On","Ultimate Fighting Championship","4/2/2004","Mandalay Bay Events Center, Las Vegas, Nevada, United States","/fighter/Chuck-Liddell-192","/fighter/Tito-Ortiz-158","Chuck Liddell","Tito Ortiz","win","loss",192,158,"KO","Punches","N/A",2,"0:38",2004,"Wrestling","Boxing",1,0,1,5.63,"Wrestling","Boxing vs Wrestling"
"230",230,230,230,"/events/UFC-47-Its-On-2121",2121,4,"UFC 47 - It's On","Ultimate Fighting Championship","4/2/2004","Mandalay Bay Events Center, Las Vegas, Nevada, United States","/fighter/Nick-Diaz-2831","/fighter/Robbie-Lawler-2245","Nick Diaz","Robbie Lawler","win","loss",2831,2245,"KO","Punches","N/A",2,"1:31",2004,"Brazilian Jiu Jitsu","MMA",1,0,1,6.52,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs MMA"
"231",231,231,231,"/events/UFC-48-Payback-2203",2203,8,"UFC 48 - Payback","Ultimate Fighting Championship","6/19/2004","Mandalay Bay Events Center, Las Vegas, Nevada, United States","/fighter/Ken-Shamrock-4","/fighter/Kimo-Leopoldo-43","Ken Shamrock","Kimo Leopoldo","win","loss",4,43,"KO","Knee","N/A",1,"1:26",2004,"Kickboxing","Taekwondo",1,0,1,1.43,"Kickboxing","Kickboxing vs Taekwondo"
"232",232,232,232,"/events/UFC-49-Unfinished-Business-2400",2400,6,"UFC 49 - Unfinished Business","Ultimate Fighting Championship","8/21/2004","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Chuck-Liddell-192","/fighter/Vernon-White-296","Chuck Liddell","Vernon White","win","loss",192,296,"KO","Punch","N/A",1,"4:05",2004,"Wrestling","MMA",1,0,1,4.08,"Wrestling","MMA vs Wrestling"
"233",233,233,233,"/events/UFC-49-Unfinished-Business-2400",2400,5,"UFC 49 - Unfinished Business","Ultimate Fighting Championship","8/21/2004","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/David-Terrell-536","/fighter/Matt-Lindland-276","David Terrell","Matt Lindland","win","loss",536,276,"KO","Punches","N/A",1,"0:24",2004,"Brazilian Jiu Jitsu","Wrestling",1,0,1,0.4,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Wrestling"
"234",234,234,234,"/events/UFC-49-Unfinished-Business-2400",2400,4,"UFC 49 - Unfinished Business","Ultimate Fighting Championship","8/21/2004","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Justin-Eilers-5936","/fighter/Mike-Kyle-3619","Justin Eilers","Mike Kyle","win","loss",5936,3619,"KO","Punch","N/A",1,"1:14",2004,"Boxing","Kickboxing",1,0,1,1.23,"Boxing","Boxing vs Kickboxing"
"235",235,235,235,"/events/UFC-49-Unfinished-Business-2400",2400,1,"UFC 49 - Unfinished Business","Ultimate Fighting Championship","8/21/2004","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Yves-Edwards-344","/fighter/Josh-Thomson-2394","Yves Edwards","Josh Thomson","win","loss",344,2394,"KO","Flying Head Kick and Punches","N/A",1,"4:32",2004,"Muay Thai","Kickboxing",1,0,1,4.53,"Muay Thai","Kickboxing vs Muay Thai"
"236",236,236,236,"/events/UFC-50-The-War-of-04-2512",2512,1,"UFC 50 - The War of '04","Ultimate Fighting Championship","10/22/2004","Boardwalk Hall, Atlantic City, New Jersey, United States","/fighter/Travis-Lutter-4586","/fighter/Marvin-Eastman-339","Travis Lutter","Marvin Eastman","win","loss",4586,339,"KO","Punch","N/A",2,"0:43",2004,"Wrestling","Muay Thai",1,0,1,5.72,"Wrestling","Muay Thai vs Wrestling"
"237",237,237,237,"/events/UFC-46-Supernatural-1943",1943,7,"UFC 46 - Supernatural","Ultimate Fighting Championship","1/31/2004","Mandalay Bay Events Center, Las Vegas, Nevada, United States","/fighter/BJ-Penn-1307","/fighter/Matt-Hughes-232","B.J. Penn","Matt Hughes","win","loss",1307,232,"Submission","Rear-Naked Choke","N/A",1,"4:39",2004,"Brazilian Jiu Jitsu","Wrestling",1,0,1,4.65,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Wrestling"
"238",238,238,238,"/events/UFC-46-Supernatural-1943",1943,4,"UFC 46 - Supernatural","Ultimate Fighting Championship","1/31/2004","Mandalay Bay Events Center, Las Vegas, Nevada, United States","/fighter/Lee-Murray-1659","/fighter/Jorge-Rivera-2712","Lee Murray","Jorge Rivera","win","loss",1659,2712,"Submission","Triangle Armbar","N/A",1,"1:45",2004,"MMA","Brazilian Jiu Jitsu",1,0,1,1.75,"MMA","Brazilian Jiu Jitsu vs MMA"
"239",239,239,239,"/events/UFC-47-Its-On-2121",2121,1,"UFC 47 - It's On","Ultimate Fighting Championship","4/2/2004","Mandalay Bay Events Center, Las Vegas, Nevada, United States","/fighter/Genki-Sudo-1227","/fighter/Mike-Thomas-Brown-3069","Genki Sudo","Mike Thomas Brown","win","loss",1227,3069,"Submission","Triangle Armbar","N/A",1,"3:31",2004,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu",1,0,1,3.52,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Brazilian Jiu Jitsu"
"240",240,240,240,"/events/UFC-49-Unfinished-Business-2400",2400,7,"UFC 49 - Unfinished Business","Ultimate Fighting Championship","8/21/2004","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Joe-Riggs-2765","/fighter/Joe-Doerksen-390","Joe Riggs","Joe Doerksen","win","loss",2765,390,"Submission","Elbows","N/A",2,"3:39",2004,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu",1,0,1,8.65,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Brazilian Jiu Jitsu"
"241",241,241,241,"/events/UFC-50-The-War-of-04-2512",2512,6,"UFC 50 - The War of '04","Ultimate Fighting Championship","10/22/2004","Boardwalk Hall, Atlantic City, New Jersey, United States","/fighter/Rich-Franklin-392","/fighter/Jorge-Rivera-2712","Rich Franklin","Jorge Rivera","win","loss",392,2712,"Submission","Armbar","N/A",3,"4:28",2004,"Kickboxing","Brazilian Jiu Jitsu",1,0,1,14.47,"Kickboxing","Brazilian Jiu Jitsu vs Kickboxing"
"242",242,242,242,"/events/UFC-50-The-War-of-04-2512",2512,5,"UFC 50 - The War of '04","Ultimate Fighting Championship","10/22/2004","Boardwalk Hall, Atlantic City, New Jersey, United States","/fighter/Matt-Hughes-232","/fighter/Georges-St-Pierre-3500","Matt Hughes","Georges St. Pierre","win","loss",232,3500,"Submission","Armbar","N/A",1,"4:59",2004,"Wrestling","Wrestling",1,0,1,4.98,"Wrestling","Wrestling vs Wrestling"
"243",243,243,243,"/events/UFC-50-The-War-of-04-2512",2512,3,"UFC 50 - The War of '04","Ultimate Fighting Championship","10/22/2004","Boardwalk Hall, Atlantic City, New Jersey, United States","/fighter/Evan-Tanner-212","/fighter/Robbie-Lawler-2245","Evan Tanner","Robbie Lawler","win","loss",212,2245,"Submission","Triangle Choke","N/A",1,"2:22",2004,"Wrestling","MMA",1,0,1,2.37,"Wrestling","MMA vs Wrestling"
"244",244,244,244,"/events/UFC-50-The-War-of-04-2512",2512,2,"UFC 50 - The War of '04","Ultimate Fighting Championship","10/22/2004","Boardwalk Hall, Atlantic City, New Jersey, United States","/fighter/Ivan-Salaverry-1351","/fighter/Tony-Fryklund-168","Ivan Salaverry","Tony Fryklund","win","loss",1351,168,"Submission","Body Lock","N/A",1,"1:36",2004,"Muay Thai","Boxing",1,0,1,1.6,"Muay Thai","Boxing vs Muay Thai"
"245",245,245,245,"/events/UFC-48-Payback-2203",2203,6,"UFC 48 - Payback","Ultimate Fighting Championship","6/19/2004","Mandalay Bay Events Center, Las Vegas, Nevada, United States","/fighter/Frank-Mir-2329","/fighter/Tim-Sylvia-1061","Frank Mir","Tim Sylvia","win","loss",2329,1061,"Submission","Submission (Armbar","N/A",1,"0:50",2004,"Karate","Boxing",1,0,1,0.83,"Karate","Boxing vs Karate"
"246",246,246,246,"/events/UFC-46-Supernatural-1943",1943,8,"UFC 46 - Supernatural","Ultimate Fighting Championship","1/31/2004","Mandalay Bay Events Center, Las Vegas, Nevada, United States","/fighter/Vitor-Belfort-156","/fighter/Randy-Couture-166","Vitor Belfort","Randy Couture","win","loss",156,166,"KO","Cut","N/A",1,"0:49",2004,"Brazilian Jiu Jitsu","Wrestling",1,0,1,0.82,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Wrestling"
"247",247,247,247,"/events/UFC-47-Its-On-2121",2121,5,"UFC 47 - It's On","Ultimate Fighting Championship","4/2/2004","Mandalay Bay Events Center, Las Vegas, Nevada, United States","/fighter/Andrei-Arlovski-270","/fighter/Wesley-Correira-2829","Andrei Arlovski","Wesley Correira","win","loss",270,2829,"KO","Punches","N/A",2,"1:15",2004,"Russian Sambo","Boxing",1,0,1,6.25,"Russian Sambo","Boxing vs Russian Sambo"
"248",248,248,248,"/events/UFC-48-Payback-2203",2203,7,"UFC 48 - Payback","Ultimate Fighting Championship","6/19/2004","Mandalay Bay Events Center, Las Vegas, Nevada, United States","/fighter/Frank-Trigg-311","/fighter/Dennis-Hallman-275","Frank Trigg","Dennis Hallman","win","loss",311,275,"KO","Punches","N/A",1,"4:15",2004,"Wrestling","Wrestling",1,0,1,4.25,"Wrestling","Wrestling vs Wrestling"
"249",249,249,249,"/events/UFC-49-Unfinished-Business-2400",2400,8,"UFC 49 - Unfinished Business","Ultimate Fighting Championship","8/21/2004","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Randy-Couture-166","/fighter/Vitor-Belfort-156","Randy Couture","Vitor Belfort","win","loss",166,156,"KO","Doctor Stoppage","N/A",3,"5:00",2004,"Wrestling","Brazilian Jiu Jitsu",1,0,1,15,"Wrestling","Brazilian Jiu Jitsu vs Wrestling"
"250",250,250,250,"/events/UFC-50-The-War-of-04-2512",2512,4,"UFC 50 - The War of '04","Ultimate Fighting Championship","10/22/2004","Boardwalk Hall, Atlantic City, New Jersey, United States","/fighter/Frank-Trigg-311","/fighter/Renato-Verissimo-4095","Frank Trigg","Renato Verissimo","win","loss",311,4095,"KO","Elbows","N/A",2,"2:11",2004,"Wrestling","Brazilian Jiu Jitsu",1,0,1,7.18,"Wrestling","Brazilian Jiu Jitsu vs Wrestling"
"251",251,251,251,"/events/UFC-51-Super-Saturday-2690",2690,2,"UFC 51 - Super Saturday","Ultimate Fighting Championship","2/5/2005","Mandalay Bay Events Center, Las Vegas, Nevada, United States","/fighter/Karo-Parisyan-5153","/fighter/Chris-Lytle-267","Karo Parisyan","Chris Lytle","win","loss",5153,267,"Decision","Unanimous","N/A",3,"5:00",2005,"Judo","Boxing",1,0,1,15,"Judo","Boxing vs Judo"
"252",252,252,252,"/events/UFC-51-Super-Saturday-2690",2690,9,"UFC 51 - Super Saturday","Ultimate Fighting Championship","2/5/2005","Mandalay Bay Events Center, Las Vegas, Nevada, United States","/fighter/Tito-Ortiz-158","/fighter/Vitor-Belfort-156","Tito Ortiz","Vitor Belfort","win","loss",158,156,"Decision","Split","N/A",3,"5:00",2005,"Boxing","Brazilian Jiu Jitsu",1,0,1,15,"Boxing","Boxing vs Brazilian Jiu Jitsu"
"253",253,253,253,"/events/UFC-The-Ultimate-Fighter-1-Finale-2971",2971,8,"UFC - The Ultimate Fighter 1 Finale","Ultimate Fighting Championship","4/9/2005","Cox Pavilion, Las Vegas, Nevada, United States","/fighter/Forrest-Griffin-3526","/fighter/Stephan-Bonnar-3014","Forrest Griffin","Stephan Bonnar","win","loss",3526,3014,"Decision","Unanimous","N/A",3,"5:00",2005,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Brazilian Jiu Jitsu"
"254",254,254,254,"/events/UFC-53-Heavy-Hitters-3054",3054,7,"UFC 53 - Heavy Hitters","Ultimate Fighting Championship","6/4/2005","Boardwalk Hall, Atlantic City, New Jersey, United States","/fighter/Karo-Parisyan-5153","/fighter/Matt-Serra-1305","Karo Parisyan","Matt Serra","win","loss",5153,1305,"Decision","Unanimous","N/A",3,"5:00",2005,"Judo","Kung Fu",1,0,1,15,"Judo","Judo vs Kung Fu"
"255",255,255,255,"/events/UFC-Fight-Night-1-Marquardt-vs-Salaverry-3100",3100,8,"UFC Fight Night 1 - Marquardt vs. Salaverry","Ultimate Fighting Championship","8/6/2005","Cox Pavillion, Las Vegas, Nevada, United States","/fighter/Nate-Marquardt-1712","/fighter/Ivan-Salaverry-1351","Nate Marquardt","Ivan Salaverry","win","loss",1712,1351,"Decision","Unanimous","John McCarthy",3,"5:00",2005,"Brazilian Jiu Jitsu","Muay Thai",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Muay Thai"
"256",256,256,256,"/events/UFC-Fight-Night-1-Marquardt-vs-Salaverry-3100",3100,7,"UFC Fight Night 1 - Marquardt vs. Salaverry","Ultimate Fighting Championship","8/6/2005","Cox Pavillion, Las Vegas, Nevada, United States","/fighter/Chris-Leben-6258","/fighter/Patrick-Cote-6612","Chris Leben","Patrick Cote","win","loss",6258,6612,"Decision","Split","Herb Dean",3,"5:00",2005,"Brazilian Jiu Jitsu","Muay Thai",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Muay Thai"
"257",257,257,257,"/events/UFC-Fight-Night-1-Marquardt-vs-Salaverry-3100",3100,6,"UFC Fight Night 1 - Marquardt vs. Salaverry","Ultimate Fighting Championship","8/6/2005","Cox Pavillion, Las Vegas, Nevada, United States","/fighter/Stephan-Bonnar-3014","/fighter/Sam-Hoger-6445","Stephan Bonnar","Sam Hoger","win","loss",3014,6445,"Decision","Unanimous","John McCarthy",3,"5:00",2005,"Brazilian Jiu Jitsu","Karate",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Karate"
"258",258,258,258,"/events/UFC-54-Boiling-Point-3093",3093,3,"UFC 54 - Boiling Point","Ultimate Fighting Championship","8/20/2005","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Matt-Lindland-276","/fighter/Joe-Doerksen-390","Matt Lindland","Joe Doerksen","win","loss",276,390,"Decision","Unanimous","N/A",3,"5:00",2005,"Wrestling","Brazilian Jiu Jitsu",1,0,1,15,"Wrestling","Brazilian Jiu Jitsu vs Wrestling"
"259",259,259,259,"/events/UFC-54-Boiling-Point-3093",3093,2,"UFC 54 - Boiling Point","Ultimate Fighting Championship","8/20/2005","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Trevor-Prangley-4789","/fighter/Travis-Lutter-4586","Trevor Prangley","Travis Lutter","win","loss",4789,4586,"Decision","Unanimous","N/A",3,"5:00",2005,"Kickboxing","Wrestling",1,0,1,15,"Kickboxing","Kickboxing vs Wrestling"
